#node1 node2 weight
one sentence 8
happening sentence 8
even happening 8
aware even 8
known prosecutor 8
congressman prosecutor 8
hell kill 8
kill u 40
home slice 8
27 slice 8
27 tweet 8
far tweet 8
far today 8
man today 8
man sitting 8
mean stability 8
destroyed stability 8
baby revenge 8
baby boy 8
demand iraqi 8
politician sanction 8
good keep 16
fighting proxy 32
proxy saudi 32
arabia century 32
century old 32
old perpetual 32
perpetual religious 32
shiite war 32
pe shiite 32
see waiting 8
enlistment head 8
enlistment office 8
get office 16
ba get 8
imminent trump 8
said threat 8
described said 8
derived people 8
derived joy 8
social using 8
medium social 16
medium platform 8
create platform 8
create war 8
funny war 8
ev funny 8
send well 32
mara send 8
banned democrat 8
banned government 8
government traitor 8
angry iranian 8
bless mr 48
protecting thank 16
protecting world 16
together world 40
ag together 16
sole threat 8
peace threat 8
middle peace 48
afraid raise 8
antisemitic raise 8
antisemitic magazine 8
magazine say 8
bad say 8
amp bad 8
amp bigoted 8
bigoted thing 8
standing trump 8
america standing 16
america well 9
rest well 8
free rest 8
free world 32
mind oil 8
money oil 8
money war 16
order relay 8
order putin 16
generous spoke 8
generous information 8
amp information 8
amp suffer 8
consequence suffer 16
consequence u 8
east evil 8
evil laugh 8
laugh word 8
passed word 8
lip passed 8
failed korea 8
failed stop 8
iran stop 16
arsenal iran 8
arsenal missile 8
bet need 8
called favor 8
called good 8
horseshit meeting 8
start state 8
looking start 8
canada looking 8
canada peace 8
north peace 8
america north 8
contagious incompetence 8
contagious seems 8
instead sending 8
plane sending 8
bomb plane 8
iran send 8
plane send 8
plane water 8
australia water 8
enough never 8
enough money 16
fix money 8
fix poverty 8
poor poverty 8
always poor 8
always enough 8
enemy gentle 8
gentle men 8
men president 8
another killing 8
god god 8
god peace 16
created peace 8
created world 8
destabilized region 8
good region 8
good work 16
em get 8
em tiger 8
idea tiger 8
fighting idea 8
fighting war 8
great really 8
great source 8
source stability 8
east region 8
conversation u 8
conversation putin 8
republican traitor 8
republican senator 8
hope wont 8
attack wont 16
attack better 8
better still 8
kill still 8
country kill 8
action taste 8
action maybe 8
maybe new 8
gold new 8
gold medal 8
elizabeth warren 8
outsold warren 8
outsold sweetie 8
current people 16
people sticking 16
party sticking 16
calling party 16
calling democrat 16
democrat worse 16
ir worse 8
also discussed 24
discussed mass 8
burial mass 8
american burial 8
destroy want 8
destroy iran 16
become iran 8
become president 8
elected get 16
middle u 24
east lock 8
deep lock 8
state traitor 8
promote traitor 8
duty president 40
duty protect 40
crazy pity 8
crazy homeless 8
homeless pay 8
pay visit 8
chance discus 8
mr yeah 8
know patriot 8
military patriot 8
also military 8
also know 8
know right 32
free right 8
disclose western 8
diplomat western 8
diplomat took 8
disclosure took 8
35 dead 8
48 dead 8
48 injured 8
funeral injured 8
funeral used 8
imagine used 8
imagine life 8
aged well 24
think well 48
jail place 8
family jail 8
destroy family 8
destroy powerful 8
country powerful 8
nice stability 8
america stability 8
calculate middle 16
calculate plan 16
infinite universe 8
unbelievable universe 8
giant unbelievable 8
asshole giant 8
asshole trump 24
still trump 24
dwarf still 8
dwarf metaphorically 8
discus role 8
call trump 16
call shot 8
bravo shot 8
bravo sir 8
homeless live 8
calif state 16
beautiful state 16
gone state 8
gone toilet 8
lea toilet 8
america bless 75
america may 8
may save 8
save u 16
happy happy 8
happy joy 8
joy joy 8
get urgency 8
office simply 8
simply slowed 8
slowed thing 8
reporter want 8
killed want 8
happen told 8
happen mean 8
mean paying 8
biting paying 8
imagine living 8
living one 8
greatest one 16
greatest time 16
history time 64
history one 8
greatest leading 8
leading men 8
ever men 8
fake neither 8
bone fake 8
hear people 8
inside people 8
helping prince 8
drain helping 8
drain swamp 16
hero trump 8
hero telling 8
child telling 8
child heroic 8
act heroic 8
mean oh 16
country mean 8
country provided 8
15 provided 8
19 terrorist 8
attacked terrorist 8
america attacked 8
free idea 8
free happen 8
happen often 8
murdered topic 8
happen journalist 8
come happen 8
come one 8
killing proud 16
humanity killing 8
admits humanity 8
admits murderer 8
never thank 57
giving never 40
giving iran 40
dollar like 40
like president 40
drone wake 8
killed strike 8
killed predecessor 8
predecessor stated 8
resort saudi 8
arabia cost 8
cost funded 8
funded tax 8
payer tax 8
iran turn 8
iran none 8
innocent none 8
innocent military 8
get military 24
law yeah 8
sure yeah 8
citizen president 8
citizen iraq 8
iraq reject 8
government reject 8
decision government 8
please ran 8
please send 8
replacement send 8
iraq replacement 8
as iraq 8
as iran 9
china comment 8
china new 8
commitment new 8
commitment iraq 8
iraq military 8
aid military 8
aid protect 8
sham want 8
acquittal sham 8
acquittal especially 8
book especially 8
book come 8
election right 8
millennium tweet 8
belongs millennium 8
back belongs 8
back democrat 8
representative shia 8
community shia 8
friend kicked 8
shit staging 8
case corrupt 8
corrupt gop 8
gop wont 8
job wont 8
job senate 8
come murdered 8
democrat treating 8
impeachment treating 8
impeachment open 8
bar open 8
bar tab 8
tab time 8
cut time 8
cut take 8
car take 8
car key 8
name please 32
founder name 8
founder ill 8
ill wait 8
shut stop 8
shut take 8
phone take 8
phone somebody 8
somebody take 8
man take 8
man phon 8
hit home 8
korea promised 8
fire promised 8
amd fire 8
amd fury 8
disobedience fury 8
disobedience still 8
nuclear still 8
nuclear test 24
suck test 8
bye terrorist 8
away dish 8
dish ebola 8
let play 8
bone play 8
failed guess 8
failed mention 8
meeting mention 8
greek meeting 16
greek prime 16
paying taxpayer 8
paying press 8
hired secretary 8
hired stuff 8
stuff worked 8
destroyed twin 8
tower twin 16
new tower 8
saudi york 8
democrat idiotic 8
democrat think 8
people think 8
came people 8
came free 8
free iran 8
saudi took 8
took twin 8
min party 16
kill party 16
kill peaceful 16
demonstrator peaceful 8
demonstrator iraq 8
bit killed 8
bit care 8
care line 8
line pocket 8
blood pocket 8
blood money 16
gave translation 8
gave man 8
good man 8
foot good 8
foot massage 8
lot massage 8
lot oil 8
drinking water 8
right water 8
right suggest 8
finishing suggest 8
drink finishing 8
drink opening 8
meme opening 8
meme reading 8
better he 8
he professed 8
genius professed 8
go mr 8
morrison tell 8
much u 8
aid much 8
aid mr 8
promised trump 16
promised telling 8
telling world 8
ego right 8
boy little 16
boy going 8
shit stop 8
like shit 8
fucking like 8
fucking putting 8
care ever 8
care iraqi 8
iraqi worried 8
care worried 8
care oil 8
mean trump 8
offer trump 8
offer sell 8
american sell 8
american troop 17
saudi troop 8
arabia th 8
drop korea 8
drop nuke 8
moving nuke 8
hawaii moving 8
canada hawaii 8
friend keep 8
close friend 8
close enemy 8
closer enemy 8
meanwhile rico 8
assistance rico 8
american assistance 8
citizen treated 8
2nd treated 8
america protection 8
america deserved 8
east like 8
coast east 8
coast state 16
state west 8
common state 8
common zero 8
witness zero 8
america running 8
america russia 8
russia way 8
people way 8
people working 8
job pa 8
give like 8
give shit 24
meeting occur 8
occur schedule 8
schedule today 8
show today 8
meeting show 8
meeting prime 8
greece minister 8
help possible 8
last one 8
lack stability 16
screwed stability 8
entire screwed 8
entire region 8
none region 8
none none 8
dead remember 8
dead soldier 24
never soldier 8
good never 8
sir yes 16
asking president 8
approve asking 8
approve payment 8
capturing payment 8
capturing el 8
el gu 8
body smell 8
body cooking 8
cooking iran 8
cook iran 8
cook musty 8
as musty 8
cost much 16
cost u 8
america president 32
america world 8
contributed instability 8
act contributed 8
going send 8
fight war 24
coward war 8
coward foot 8
foot spur 8
able president 8
go go 8
go help 16
come say 8
enjoy say 8
enjoy tenure 8
sir tenure 8
america brought 16
brought peace 16
class come 8
class graduation 16
graduation show 8
show support 8
air support 8
bottom here 8
bottom line 8
even line 8
even senate 8
republican senate 16
republican successfully 8
head successfully 8
keeping trump 8
american keeping 8
american safe 8
safe trump 8
busy look 8
busy tweeting 8
tweeting u 8
twee u 8
ever think 8
ever whistle 8
blower whistle 8
blower invented 8
invented well 8
dotard secret 8
deal secret 8
deal got 8
got money 8
money trump 8
trump usa 16
go leader 16
killing praised 8
killing protecting 8
american protecting 16
terrorism yet 8
patriot true 8
going john 8
goon john 8
goon like 8
like rice 8
hillary rice 8
hillary locked 8
locked u 8
ask hijacker 8
difference tell 8
difference regime 8
regime saudi 8
iran saudi 16
need trump 40
address need 8
address american 8
people safety 8
protected safety 8
soldier tell 8
sign soldier 8
family sign 8
lot wow 8
lot stupid 8
people stupid 8
nothing see 48
bad yes 8
bad solution 8
people solution 8
people picking 8
as picking 8
as literally 8
literally movement 8
movement ne 8
50 president 8
50 united 8
away fact 16
fact impeached 24
burst laughter 8
end laughter 8
launch nuke 8
nuke still 8
already still 8
already history 8
history revers 8
never never 24
give never 24
give give 8
give job 8
like nothing 16
nothing prevented 8
let prevented 8
happen let 8
happen wish 8
th wish 8
must remain 24
fight strong 24
fight terrorism 24
persecution terrorism 24
christian persecution 24
christian tehran 24
abuja tehran 24
rico said 8
bout poverty 16
level poverty 16
level part 16
doctrine part 16
doctrine make 16
make red 16
poor state 16
always douche 8
douche sir 8
rubbed sir 8
know rubbed 8
city know 8
city gone 8
gone w 8
go way 8
go oil 8
need price 8
come need 8
devote thing 8
devote time 8
golf time 8
cheat golf 8
already probably 8
already one 16
china one 16
disagree mr 8
homelessness president 16
homelessness problem 9
even japan 8
bombed japan 8
bombed pearl 8
harbor pearl 24
december harbor 8
date live 8
infamy live 8
infamy president 8
american die 24
die trump 8
lie trump 8
bring lie 8
good saudi 8
arabia israel 8
israel side 8
like side 8
like week 8
ag talk 8
ag see 8
he see 8
going he 8
going start 16
locking start 8
donated money 8
australia money 8
australia ur 8
make ur 8
make worse 8
bombing worse 8
care issue 8
issue right 8
focus right 8
focus iran 16
disaster iran 8
created disaster 8
created impeachment 8
spent trump 8
night spent 8
hotel night 8
hotel nice 8
indeed nice 8
indeed staff 8
